"asset_id","local_path","source_kind","author_recorded","source_url_recorded","license_recorded","legal_verification","status","owner","evidence"
"dest-mendoza-cover","media/destinations/mendoza/cover.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"dest-mendoza-gallery-1","media/destinations/mendoza/gallery-1.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"dest-mendoza-gallery-3","media/destinations/mendoza/gallery-3.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"destination-salta-section","media/destinations/salta/section.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"dest-salta-cover","media/destinations/salta/cover.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"dest-salta-gallery-1","media/destinations/salta/gallery-1.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"dest-salta-gallery-2","media/destinations/salta/gallery-2.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"dest-salta-gallery-3","media/destinations/salta/gallery-3.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"destination-patagonia-section","media/destinations/patagonia/section.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"dest-patagonia-cover","media/destinations/patagonia/cover.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"dest-patagonia-gallery-1","media/destinations/patagonia/gallery-1.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"dest-patagonia-gallery-2","media/destinations/patagonia/gallery-2.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"dest-patagonia-gallery-3","media/destinations/patagonia/gallery-3.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-patagonia-glaciers-hero","media/tours/patagonia-glaciers/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-patagonia-glaciers-gallery-1","media/tours/patagonia-glaciers/gallery-1.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-patagonia-glaciers-gallery-2","media/tours/patagonia-glaciers/gallery-2.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-patagonia-glaciers-gallery-3","media/tours/patagonia-glaciers/gallery-3.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-patagonia-glaciers-gallery-4","media/tours/patagonia-glaciers/gallery-4.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-buenos-aires-tango-hero","media/tours/buenos-aires-tango/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-buenos-aires-tango-gallery-1","media/tours/buenos-aires-tango/gallery-1.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-buenos-aires-tango-gallery-2","media/tours/buenos-aires-tango/gallery-2.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-buenos-aires-tango-gallery-3","media/tours/buenos-aires-tango/gallery-3.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-buenos-aires-tango-gallery-4","media/tours/buenos-aires-tango/gallery-4.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-mendoza-wine-hero","media/tours/mendoza-wine/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-mendoza-wine-gallery-1","media/tours/mendoza-wine/gallery-1.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-mendoza-wine-gallery-2","media/tours/mendoza-wine/gallery-2.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-mendoza-wine-gallery-3","media/tours/mendoza-wine/gallery-3.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-mendoza-wine-gallery-4","media/tours/mendoza-wine/gallery-4.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-iguazu-falls-hero","media/tours/iguazu-falls/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-iguazu-falls-gallery-1","media/tours/iguazu-falls/gallery-1.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-iguazu-falls-gallery-2","media/tours/iguazu-falls/gallery-2.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-iguazu-falls-gallery-3","media/tours/iguazu-falls/gallery-3.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-iguazu-falls-gallery-4","media/tours/iguazu-falls/gallery-4.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-salta-northwest-hero","media/tours/salta-northwest/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-salta-northwest-gallery-1","media/tours/salta-northwest/gallery-1.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-salta-northwest-gallery-2","media/tours/salta-northwest/gallery-2.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-salta-northwest-gallery-3","media/tours/salta-northwest/gallery-3.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-salta-northwest-gallery-4","media/tours/salta-northwest/gallery-4.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-ushuaia-end-of-world-hero","media/tours/ushuaia-end-of-world/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-ushuaia-end-of-world-gallery-1","media/tours/ushuaia-end-of-world/gallery-1.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-ushuaia-end-of-world-gallery-2","media/tours/ushuaia-end-of-world/gallery-2.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-ushuaia-end-of-world-gallery-3","media/tours/ushuaia-end-of-world/gallery-3.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-ushuaia-end-of-world-gallery-4","media/tours/ushuaia-end-of-world/gallery-4.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-bariloche-lakes-hero","media/tours/bariloche-lakes/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","blocked_or_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-bariloche-lakes-gallery-1","media/tours/bariloche-lakes/gallery-1.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-bariloche-lakes-gallery-2","media/tours/bariloche-lakes/gallery-2.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-bariloche-lakes-gallery-3","media/tours/bariloche-lakes/gallery-3.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-bariloche-lakes-gallery-4","media/tours/bariloche-lakes/gallery-4.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-fitz-roy-trek-hero","media/tours/fitz-roy-trek/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-fitz-roy-trek-gallery-1","media/tours/fitz-roy-trek/gallery-1.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-fitz-roy-trek-gallery-2","media/tours/fitz-roy-trek/gallery-2.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-fitz-roy-trek-gallery-3","media/tours/fitz-roy-trek/gallery-3.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"tour-fitz-roy-trek-gallery-4","media/tours/fitz-roy-trek/gallery-4.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-best-time-to-visit-argentina","media/blog/best-time-to-visit-argentina/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-argentinian-steak-guide","media/blog/argentinian-steak-guide/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-tango-beginners-guide","media/blog/tango-beginners-guide/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-patagonia-packing-list","media/blog/patagonia-packing-list/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-patagonia-whale-watching","media/blog/patagonia-whale-watching/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-patagonia-avtobusy","media/blog/patagonia-avtobusy/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-iguazu-garganta-del-diablo","media/blog/iguazu-garganta-del-diablo/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-blue-dollar-argentina-2026","media/blog/blue-dollar-argentina-2026/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-salta-i-severo-zapad-marshrut","media/blog/salta-i-severo-zapad-marshrut/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-uco-valley-vino-i-gory","media/blog/uco-valley-vino-i-gory/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-el-chalten-i-fitts-roy","media/blog/el-chalten-i-fitts-roy/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-patagoniya-marshrut-14-dney","media/blog/patagoniya-marshrut-14-dney/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-argentina-2-nedeli-marshrut","media/blog/argentina-2-nedeli-marshrut/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-itinerary-за-14-дней","media/blog/itinerary-za-14-dney/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-natsionalnyy-park-talampaya","media/blog/natsionalnyy-park-talampaya/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-tierra-del-fuego-national-park-gallery-2","media/blog/rich/tierra-del-fuego-national-park/gallery-2.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-tierra-del-fuego-national-park-gallery-3","media/blog/rich/tierra-del-fuego-national-park/gallery-3.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-tierra-del-fuego-national-park-gallery-4","media/blog/rich/tierra-del-fuego-national-park/gallery-4.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-tierra-del-fuego-national-park-gallery-5","media/blog/rich/tierra-del-fuego-national-park/gallery-5.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-banado-la-estrella","media/blog/banado-la-estrella/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-nahuel-huapi-national-park-gallery-2","media/blog/rich/nahuel-huapi-national-park/gallery-2.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-nahuel-huapi-national-park-gallery-3","media/blog/rich/nahuel-huapi-national-park/gallery-3.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-nahuel-huapi-national-park-gallery-4","media/blog/rich/nahuel-huapi-national-park/gallery-4.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-nahuel-huapi-national-park-gallery-5","media/blog/rich/nahuel-huapi-national-park/gallery-5.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-los-glaciares-national-park-gallery-2","media/blog/rich/los-glaciares-national-park/gallery-2.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-los-glaciares-national-park-gallery-3","media/blog/rich/los-glaciares-national-park/gallery-3.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-los-glaciares-national-park-gallery-4","media/blog/rich/los-glaciares-national-park/gallery-4.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-los-glaciares-national-park-gallery-5","media/blog/rich/los-glaciares-national-park/gallery-5.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-natsionalnyy-park-iguasu-hero","media/blog/natsionalnyy-park-iguasu/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-iguazu-national-park-gallery-2","media/blog/rich/iguazu-national-park/gallery-2.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-iguazu-national-park-gallery-3","media/blog/rich/iguazu-national-park/gallery-3.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-iguazu-national-park-gallery-4","media/blog/rich/iguazu-national-park/gallery-4.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-iguazu-national-park-gallery-5","media/blog/rich/iguazu-national-park/gallery-5.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-natsionalnyy-park-los-glasiares-hero","media/blog/natsionalnyy-park-los-glasiares/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-natsionalnyy-park-poluostrov-valdes","media/blog/rich/valdes-peninsula-national-park/gallery-2.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-valdes-peninsula-national-park-gallery-3","media/blog/rich/valdes-peninsula-national-park/gallery-3.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-valdes-peninsula-national-park-gallery-4","media/blog/rich/valdes-peninsula-national-park/gallery-4.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-valdes-peninsula-national-park-gallery-5","media/blog/rich/valdes-peninsula-national-park/gallery-5.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-natsionalnye-parki-argentiny","media/blog/natsionalnye-parki-argentiny/hero.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-all-argentina-national-parks-gallery-2","media/blog/rich/all-argentina-national-parks/gallery-2.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-all-argentina-national-parks-gallery-3","media/blog/rich/all-argentina-national-parks/gallery-3.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-all-argentina-national-parks-gallery-4","media/blog/rich/all-argentina-national-parks/gallery-4.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-all-argentina-national-parks-gallery-5","media/blog/rich/all-argentina-national-parks/gallery-5.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-ibera-national-park-gallery-2","media/blog/rich/ibera-national-park/gallery-2.jpg","unsplash","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-ibera-national-park-gallery-3","media/blog/rich/ibera-national-park/gallery-3.jpg","unsplash","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-ibera-national-park-gallery-4","media/blog/rich/ibera-national-park/gallery-4.jpg","unsplash","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-ibera-national-park-gallery-5","media/blog/rich/ibera-national-park/gallery-5.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-lanin-national-park-gallery-2","media/blog/rich/lanin-national-park/gallery-2.jpg","unsplash","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-lanin-national-park-gallery-3","media/blog/rich/lanin-national-park/gallery-3.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-lanin-national-park-gallery-4","media/blog/rich/lanin-national-park/gallery-4.jpg","unsplash","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-lanin-national-park-gallery-5","media/blog/rich/lanin-national-park/gallery-5.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-los-alerces-national-park-gallery-2","media/blog/rich/los-alerces-national-park/gallery-2.jpg","unsplash","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"blog-rich-los-alerces-national-park-gallery-3","media/blog/rich/los-alerces-national-park/gallery-3.jpg","pexels","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
