"asset_id","local_path","source_kind","author_recorded","source_url_recorded","license_recorded","legal_verification","status","owner","evidence"
"place-san-juan-hero","media/places/san-juan/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-corrientes-hero","media/places/corrientes/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-posadas-hero","media/places/posadas/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-posadas-gallery-1","media/argentina-travel/posadas/1638471839197-posadas_2.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-posadas-gallery-2","media/argentina-travel/posadas/1638471847361-posadas_4.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-posadas-gallery-3","media/argentina-travel/posadas/1638471852535-posadas_3.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-posadas-hero","media/argentina-travel/posadas/1638471830408-posadas_1.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-bahia-blanca-hero","media/places/bahia-blanca/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-rio-gallegos-hero","media/places/rio-gallegos/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-rio-gallegos-gallery-1","media/argentina-travel/rio-gallegos/1637871534855-_ed78019alta.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-rio-gallegos-gallery-2","media/argentina-travel/rio-gallegos/1637871542272-_ed78412alta.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-rio-gallegos-gallery-3","media/argentina-travel/rio-gallegos/1637871557606-_ed78895.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-rio-gallegos-hero","media/argentina-travel/rio-gallegos/1637871522469-_ed77972alta.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-trelew-hero","media/places/trelew/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-esquel-hero","media/places/esquel/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-aconcagua-hero","media/places/aconcagua/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-aconcagua-provincial-park-gallery-1","media/argentina-travel/aconcagua-provincial-park/1625013052814-aconcagua___nacho_gaffuri.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-aconcagua-provincial-park-gallery-2","media/argentina-travel/aconcagua-provincial-park/1625013058411-mendoza__aconcagua__ruta.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-aconcagua-provincial-park-gallery-3","media/argentina-travel/aconcagua-provincial-park/1625013064628-mendoza___aconcagua__2_.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-aconcagua-provincial-park-hero","media/argentina-travel/aconcagua-provincial-park/1625013038104-mendoza___aconcagua__1_.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-ischigualasto-hero","media/places/ischigualasto/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-los-alerces-national-park-hero","media/places/los-alerces-national-park/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-quebrada-de-las-conchas-hero","media/places/quebrada-de-las-conchas/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-puente-del-inca-hero","media/places/puente-del-inca/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-puente-del-inca-gallery-1","media/argentina-travel/puente-del-inca/1626725796357-_dsc2131.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-puente-del-inca-gallery-2","media/argentina-travel/puente-del-inca/1626725800956-_dsc1935.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-puente-del-inca-gallery-3","media/argentina-travel/puente-del-inca/1626725805800-_dsc2257.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-puente-del-inca-hero","media/argentina-travel/puente-del-inca/1626725786744-2242_43.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-lujan-hero","media/places/lujan/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-mar-de-las-pampas-hero","media/places/mar-de-las-pampas/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-necochea-hero","media/places/necochea/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-pinamar-hero","media/places/pinamar/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-san-antonio-de-areco-hero","media/argentina-travel/san-antonio-de-areco/1623531962320-san_ant_de_areco_asado.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-san-antonio-de-areco-gallery-1","media/argentina-travel/san-antonio-de-areco/1623531968263-san_antonio_de_areco___gastronom_a___asado_3.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-san-antonio-de-areco-gallery-2","media/argentina-travel/san-antonio-de-areco/1623531973768-san_antonio_de_areco___parque_criollo_y_museo_gauchesco_ricardo_g_","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-san-antonio-de-areco-gallery-3","media/argentina-travel/san-antonio-de-areco/1623531979059-san_antonio_de_areco_estancias.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-sierra-de-la-ventana-hero","media/places/sierra-de-la-ventana/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-tandil-hero","media/places/tandil/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-villa-gesell-hero","media/places/villa-gesell/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-barreal-hero","media/places/barreal/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-la-rioja-hero","media/places/la-rioja/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-las-lenas-hero","media/places/las-lenas/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-merlo-hero","media/places/merlo/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-san-luis-hero","media/places/san-luis/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-san-rafael-hero","media/argentina-travel/san-rafael/1626727167570-2242_43.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-san-rafael-gallery-1","media/argentina-travel/san-rafael/1626727201656-_dsc2257.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-san-rafael-gallery-2","media/argentina-travel/san-rafael/1626727206627-_dsc1935.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-san-rafael-gallery-3","media/argentina-travel/san-rafael/1626727210677-_dsc2131.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-sierra-de-las-quijadas-hero","media/argentina-travel/sierra-de-las-quijadas/1628709303525-sanluis_sierradelasquijadas_4.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-sierra-de-las-quijadas-gallery-1","media/argentina-travel/sierra-de-las-quijadas/1628709318904-sanluis_sierradelasquijadas_28.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-sierra-de-las-quijadas-gallery-2","media/argentina-travel/sierra-de-las-quijadas/1628709324049-sanluis_sierradelasquijadas_3.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-sierra-de-las-quijadas-gallery-3","media/argentina-travel/sierra-de-las-quijadas/1628709329612-sanluis_sierradelasquijadas_27.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-villavicencio-hero","media/places/villavicencio/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-banado-la-estrella-hero","media/places/banado-la-estrella/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-colon-entre-rios-hero","media/places/colon-entre-rios/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-federacion-hero","media/argentina-travel/federacion/1640033244460-6_federacion_parque_acuatico_horizontal__11__alta.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-federacion-gallery-1","media/argentina-travel/federacion/1640033252413-6_federacion_lago_salto_grande_horizontales__7__alta.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-federacion-gallery-2","media/argentina-travel/federacion/1640033262483-6_federacion_parque_acuatico_horizontal__7__alta.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-federacion-gallery-3","media/argentina-travel/federacion/1640033270469-6_federacion_parque_acuatico_horizontal__14__alta.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-formosa-hero","media/places/formosa/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-gualeguaychu-hero","media/argentina-travel/gualeguaychu/1638475468881-7_gualeguaychu_playa__andubaysal_horizontal_2_alta.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-gualeguaychu-gallery-1","media/argentina-travel/gualeguaychu/1638475474984-7_gualeguaychu_playa_y_costanera_horizontal__15__alta.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-gualeguaychu-gallery-2","media/argentina-travel/gualeguaychu/1638475482550-7_gualeguaychu_playa__andubaysal_horizontal_8_alta.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-gualeguaychu-gallery-3","media/argentina-travel/gualeguaychu/1638475490881-7_gualeguaychu_playa__andubaysal_horizontal_7_alta.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-mercedes-corrientes-hero","media/places/mercedes-corrientes/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-parana-hero","media/argentina-travel/parana/1640025681712-3_parana_rio_kite_horizontal__6__alta.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-parana-gallery-1","media/argentina-travel/parana/1640025690215-3_parana_costanera_horizontal_alta.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-parana-gallery-2","media/argentina-travel/parana/1640025701647-3_parana_hoteles_y_monumentos_horizontales__1__baja.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-parana-gallery-3","media/argentina-travel/parana/1640025706797-3_parana_rio_sup___canotaje_horizontal__3__alta.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-parque-nacional-chaco-hero","media/places/parque-nacional-chaco/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-parque-nacional-el-palmar-hero","media/places/parque-nacional-el-palmar/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-parque-nacional-rio-pilcomayo-hero","media/argentina-travel/parque-nacional-rio-pilcomayo/1625153864676-panoramica_parque_nacional_pilcomayo.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-parque-nacional-rio-pilcomayo-gallery-1","media/argentina-travel/parque-nacional-rio-pilcomayo/1625153873984-parque_pilcomayo.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-parque-nacional-rio-pilcomayo-gallery-2","media/argentina-travel/parque-nacional-rio-pilcomayo/1625153881192-parque_nacional_pilcomayo_9.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-parque-nacional-rio-pilcomayo-gallery-3","media/argentina-travel/parque-nacional-rio-pilcomayo/1625153885940-panoramica_mirador_parque_nacional_pilcomayo.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-saltos-del-mocona-hero","media/places/saltos-del-mocona/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-san-ignacio-mini-hero","media/places/san-ignacio-mini/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-catamarca-hero","media/places/catamarca/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-iruya-hero","media/argentina-travel/iruya/1623700338889-62__fieles_dif__iruya__fel.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-iruya-gallery-1","media/argentina-travel/iruya/1623700358223-iruya_2___carlos_maria_vergara.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-iruya-gallery-2","media/argentina-travel/iruya/1623700364222-cmv_4961.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-iruya-gallery-3","media/argentina-travel/iruya/1623700369600-iruya___carlos_maria_vergara.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-kachi-hero","media/places/kachi/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-los-cardones-hero","media/places/los-cardones/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-ruinas-de-quilmes-hero","media/places/ruinas-de-quilmes/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-santiago-del-estero-hero","media/places/santiago-del-estero/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-tafi-del-valle-hero","media/places/tafi-del-valle/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-termas-de-rio-hondo-hero","media/argentina-travel/termas-de-rio-hondo/1624892120533-termas_de_rio_hondo_13__ph_inprotur.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-termas-de-rio-hondo-gallery-1","media/argentina-travel/termas-de-rio-hondo/1624892133407-termas_de_rio_hondo_05__ph_inprotur.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-termas-de-rio-hondo-gallery-2","media/argentina-travel/termas-de-rio-hondo/1624892141300-campo_de_golf_termas_de_rio_hondo.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-termas-de-rio-hondo-gallery-3","media/argentina-travel/termas-de-rio-hondo/1624892147638-embalse_termas_de_rio_hondo_02.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-la-cumbrecita-hero","media/argentina-travel/la-cumbrecita/1649774082968-la_cumbrecita_4.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-la-cumbrecita-gallery-1","media/argentina-travel/la-cumbrecita/1649774089483-la_cumbrecita_3.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-la-cumbrecita-gallery-2","media/argentina-travel/la-cumbrecita/1649774095913-la_cumbrecita_2.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-la-cumbrecita-gallery-3","media/argentina-travel/la-cumbrecita/1649774100589-la_cumbrecita_1.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-lihue-calel-hero","media/places/lihue-calel/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-santa-fe-hero","media/places/santa-fe/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-santa-rosa-hero","media/argentina-travel/santa-rosa/1628170501661-lapampa_destino6_turismocultural_7.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-santa-rosa-gallery-1","media/argentina-travel/santa-rosa/1628170506497-lapampa_destino6_turismocultural_2.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-santa-rosa-gallery-2","media/argentina-travel/santa-rosa/1628170512839-lapampa_destino1_lacampi_a_20.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"at-santa-rosa-gallery-3","media/argentina-travel/santa-rosa/1628170519170-la_pampa___laguna_don_tom_s.jpg","argentina.travel","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
"place-bosque-petrificado-hero","media/places/bosque-petrificado/hero.jpg","wikimedia","yes","yes","yes","not_performed_by_automated_audit","metadata_complete_review_required","Media rights owner","var/ops/media-rights-readiness.json + docs/audit/media-rights-readiness-2026-07-16.md"
