"asset_id","local_path","role","contexts","exists","width","height","format","alt_recorded","caption_recorded","rights_metadata_complete","issue_codes","highest_severity","status","owner","evidence"
"at-parque-nacional-laguna-blanca-hero","media/argentina-travel/parque-nacional-laguna-blanca/1623891050666-laguna_blanca_avstaje_aves_002.jpg","hero","kb:parque-nacional-laguna-blanca:hero","yes","2415","1156","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-laguna-blanca-gallery-1","media/argentina-travel/parque-nacional-laguna-blanca/1623891059455-003.jpg","gallery","kb:parque-nacional-laguna-blanca:gallery","yes","2934","1956","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-laguna-blanca-gallery-2","media/argentina-travel/parque-nacional-laguna-blanca/1623891065406-laguna_blanca_avstaje_aves_020.jpg","gallery","kb:parque-nacional-laguna-blanca:gallery","yes","1285","855","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-laguna-blanca-gallery-3","media/argentina-travel/parque-nacional-laguna-blanca/1623891072102-laguna_blanca_avstaje_aves_017.jpg","gallery","kb:parque-nacional-laguna-blanca:gallery","yes","1723","1022","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-los-alerces-patrimonio-de-la-humanidad-hero","media/argentina-travel/parque-nacional-los-alerces-patrimonio-de-la-humanidad/1623885285397-familia_rio_arrayanes_parque_nacional_los_alerces_2__1_.jpg","hero","kb:parque-nacional-los-alerces-patrimonio-de-la-humanidad:hero","yes","1387","925","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-los-alerces-patrimonio-de-la-humanidad-gallery-1","media/argentina-travel/parque-nacional-los-alerces-patrimonio-de-la-humanidad/1623885291488-lago_rivadavia__pnla__3_.jpg","gallery","kb:parque-nacional-los-alerces-patrimonio-de-la-humanidad:gallery","yes","1502","1001","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-los-alerces-patrimonio-de-la-humanidad-gallery-2","media/argentina-travel/parque-nacional-los-alerces-patrimonio-de-la-humanidad/1623885296871-lago_rivadavia.jpg","gallery","kb:parque-nacional-los-alerces-patrimonio-de-la-humanidad:gallery","yes","1443","962","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-los-alerces-patrimonio-de-la-humanidad-gallery-3","media/argentina-travel/parque-nacional-los-alerces-patrimonio-de-la-humanidad/1623885303139-rio_menendez__pn_los_alerces.jpg","gallery","kb:parque-nacional-los-alerces-patrimonio-de-la-humanidad:gallery","yes","1457","820","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-monte-leon-hero","media/argentina-travel/parque-nacional-monte-leon/1624476941469-patagonia_santa_cruz___pn_monte_leon____autor___p_godoy__7_.jpg","hero","kb:parque-nacional-monte-leon:hero","yes","2230","1492","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-monte-leon-gallery-1","media/argentina-travel/parque-nacional-monte-leon/1624476946214-monte_leon___antonio_vizcaino__6_.jpg","gallery","kb:parque-nacional-monte-leon:gallery","yes","2205","1651","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-monte-leon-gallery-2","media/argentina-travel/parque-nacional-monte-leon/1624476952744-patagonia_santa_cruz___pn_monte_leon____autor___j_marquioni__6_.jp","gallery","kb:parque-nacional-monte-leon:gallery","yes","2578","1600","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-monte-leon-gallery-3","media/argentina-travel/parque-nacional-monte-leon/1624476958746-patagonia_santa_cruz___pn_monte_leon____autor___p_godoy__9_.jpg","gallery","kb:parque-nacional-monte-leon:gallery","yes","2052","1373","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-san-guillermo-hero","media/argentina-travel/parque-nacional-san-guillermo/1623885866823-san_guillermo_3.jpg","hero","kb:parque-nacional-san-guillermo:hero","yes","1000","667","webp","yes","yes","yes","hero_resolution","medium","review_required","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-san-guillermo-gallery-1","media/argentina-travel/parque-nacional-san-guillermo/1623885874527-guanacos__reserva_de_san_guillermo__iglesia.jpg","gallery","kb:parque-nacional-san-guillermo:gallery","yes","2272","1510","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-san-guillermo-gallery-2","media/argentina-travel/parque-nacional-san-guillermo/1623885882067-san_guillermo_2.jpg","gallery","kb:parque-nacional-san-guillermo:gallery","yes","1000","650","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-san-guillermo-gallery-3","media/argentina-travel/parque-nacional-san-guillermo/1623885888591-san_guillermo.jpg","gallery","kb:parque-nacional-san-guillermo:gallery","yes","3275","2179","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-provincial-ischigualasto-hero","media/argentina-travel/parque-provincial-ischigualasto/1621515012324-sjischigualastomq_06719.jpg","hero","kb:parque-provincial-ischigualasto:hero","yes","1904","1272","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-provincial-ischigualasto-gallery-1","media/argentina-travel/parque-provincial-ischigualasto/1621514923378-hongo_en_ischigualasto___valle_f_rtil_2.jpg","gallery","kb:parque-provincial-ischigualasto:gallery","yes","2168","1626","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-provincial-ischigualasto-gallery-2","media/argentina-travel/parque-provincial-ischigualasto/1621514932298-sjischigualastomq_06319.jpg","gallery","kb:parque-provincial-ischigualasto:gallery","yes","2048","1368","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-provincial-ischigualasto-gallery-3","media/argentina-travel/parque-provincial-ischigualasto/1621515020991-sjischigualastomq_06611.jpg","gallery","kb:parque-provincial-ischigualasto:gallery","yes","2482","1658","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"immigration-hub-hero","media/immigration/hub/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:immigration:hub:hero","yes","3991","3113","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"immigration-zhizn-v-strane-hero","media/immigration/zhizn-v-strane/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:immigration:zhizn-v-strane:hero","yes","5669","3930","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"immigration-protsess-immigratsii-hero","media/immigration/protsess-immigratsii/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:immigration:protsess-immigratsii:hero","yes","5184","3457","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"immigration-rody-v-argentine-hero","media/immigration/rody-v-argentine/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:immigration:rody-v-argentine:hero","yes","5892","3928","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"immigration-grazhdanstvo-hero","media/immigration/grazhdanstvo/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:immigration:grazhdanstvo:hero","yes","4807","3205","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"immigration-vnzh-i-pmzh-hero","media/immigration/vnzh-i-pmzh/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:immigration:vnzh-i-pmzh:hero","yes","4485","2990","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"immigration-vozmozhnosti-hero","media/immigration/vozmozhnosti/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:immigration:vozmozhnosti:hero","yes","4032","3024","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"immigration-poleznye-ssylki-hero","media/immigration/poleznye-ssylki/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:immigration:poleznye-ssylki:hero","yes","3913","2609","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"service-home-hero","media/home/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;literal:src/lib/tour-card-fallback-image.ts;page:service:home:hero","yes","6000","4000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"service-flights-hero","media/services/flights/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;literal:src/lib/blog-post-image-bindings.ts;page:service:flights:hero","yes","2738","1825","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"service-insurance-hero","media/services/insurance/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;literal:src/lib/blog-post-image-bindings.ts;page:service:insurance:hero","yes","3456","2304","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"service-esim-hero","media/services/esim/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;literal:src/lib/blog-post-image-bindings.ts;page:service:esim:hero","yes","5040","3360","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"service-transfers-hero","media/services/transfers/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;literal:src/lib/blog-post-image-bindings.ts;page:service:transfers:hero","yes","5684","3789","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"service-services-hero","media/services/hub/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:service:services:hero","yes","5763","3842","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"service-shop-hero","media/services/shop/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:service:shop:hero","yes","9248","5204","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"service-audio-guides-hero","media/services/audio-guides/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:service:audio-guides:hero","yes","4000","3000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"service-blog-index-hero","media/services/blog/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:service:blog-index:hero","yes","3456","2304","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"service-contacts-hero","media/services/contacts/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:service:contacts:hero","yes","4497","2998","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"service-gallery-hero","media/services/gallery/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:service:gallery:hero","yes","5431","3850","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"service-guide-hub-hero","media/services/guide-hub/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:service:guide-hub:hero","yes","3840","3264","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"shop-patagonia-pdf-guide","media/shop/patagonia-pdf-guide.jpg","hero","literal:src/data/media-library/stock-cache.json;literal:src/lib/shop-products-server.ts;page:shop:shop-patagonia-guide:hero","yes","5568","3712","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"shop-buenos-aires-city-guide","media/shop/buenos-aires-city-guide.jpg","hero","literal:src/data/media-library/stock-cache.json;page:shop:shop-ba-guide:hero","yes","5023","3349","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"shop-immigration-checklist","media/shop/immigration-checklist.jpg","hero","literal:src/data/media-library/stock-cache.json;page:shop:shop-immigration-checklist:hero","yes","5184","3457","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"shop-mendoza-wine-guide","media/shop/mendoza-wine-guide.jpg","hero","literal:src/data/media-library/stock-cache.json;page:shop:shop-wine-guide:hero","yes","3878","2181","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"shop-salta-northwest-guide","media/shop/salta-northwest-guide.jpg","hero","literal:src/data/media-library/stock-cache.json;page:shop:shop-northwest-guide:hero","yes","5759","3810","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"shop-family-travel-checklist","media/shop/family-travel-checklist.jpg","hero","literal:src/data/media-library/stock-cache.json;page:shop:shop-family-checklist:hero","yes","5344","3006","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-kak-dobratsya-hero","media/guide/kak-dobratsya/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:guide:kak-dobratsya:hero","yes","3997","2880","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-gde-zhit-hero","media/guide/gde-zhit/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:guide:gde-zhit:hero","yes","4000","3000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-transport-hero","media/guide/transport/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:guide:transport:hero","yes","2700","1800","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-turistskie-regiony-hero","media/guide/turistskie-regiony/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:guide:turistskie-regiony:hero","yes","3456","2304","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-dostoprimechatelnosti-hero","media/guide/dostoprimechatelnosti/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:guide:dostoprimechatelnosti:hero","yes","4032","2268","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-pogoda-i-sezonnost-hero","media/guide/pogoda-i-sezonnost/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:guide:pogoda-i-sezonnost:hero","yes","5568","4000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-yazyk-hero","media/guide/yazyk/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:guide:yazyk:hero","yes","4264","2824","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-kultura-hero","media/guide/kultura/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:guide:kultura:hero","yes","5760","3840","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-istoriya-hero","media/guide/istoriya/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:guide:istoriya:hero","yes","5875","3917","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-kukhnya-hero","media/guide/kukhnya/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:guide:kukhnya:hero","yes","6000","4000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-svyaz-hero","media/guide/svyaz/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;literal:src/lib/blog-post-image-bindings.ts;page:guide:svyaz:hero","yes","4592","3056","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-ekonomika-i-dengi-hero","media/guide/ekonomika-i-dengi/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:guide:ekonomika-i-dengi:hero","yes","6048","4024","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-shopping-hero","media/guide/shopping/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;page:guide:shopping:hero","yes","5423","3914","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-bezopasnost-hero","media/guide/bezopasnost/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;literal:src/lib/blog-post-image-bindings.ts;page:guide:bezopasnost:hero","yes","3927","2618","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-theme-glacier","media/podbor/themes/glacier.jpg","thumbnail","literal:src/data/media-library/stock-cache.json;podbor:theme:glacier","yes","4928","3264","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-theme-penguins","media/podbor/themes/penguins.jpg","thumbnail","literal:src/data/media-library/stock-cache.json;podbor:theme:penguins","yes","6000","4000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-theme-mountains","media/podbor/themes/mountains.jpg","thumbnail","literal:src/data/media-library/stock-cache.json;podbor:theme:mountains","yes","6720","4480","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-theme-family","media/podbor/themes/family.jpg","thumbnail","literal:src/data/media-library/stock-cache.json;podbor:theme:family","yes","5892","3928","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-theme-relocation","media/podbor/themes/relocation.jpg","thumbnail","literal:src/data/media-library/stock-cache.json;podbor:theme:relocation","yes","4000","3000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-theme-business","media/podbor/themes/business.jpg","thumbnail","literal:src/data/media-library/stock-cache.json;podbor:theme:business","yes","6000","4000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-theme-expedition","media/podbor/themes/expedition.jpg","thumbnail","literal:src/data/media-library/stock-cache.json;podbor:theme:expedition","yes","5568","3712","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-theme-honeymoon","media/podbor/themes/honeymoon.jpg","thumbnail","literal:src/data/media-library/stock-cache.json;podbor:theme:honeymoon","yes","5091","3394","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-theme-photo","media/podbor/themes/photo.jpg","thumbnail","literal:src/data/media-library/stock-cache.json;podbor:theme:photo","yes","3840","3264","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-theme-nature","media/podbor/themes/nature.jpg","thumbnail","literal:src/data/media-library/stock-cache.json;podbor:theme:nature","yes","6000","4000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-theme-city","media/podbor/themes/city.jpg","thumbnail","literal:src/data/media-library/stock-cache.json;podbor:theme:city","yes","5674","3546","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-theme-wine","media/podbor/themes/wine.jpg","thumbnail","literal:src/data/media-library/stock-cache.json;podbor:theme:wine","yes","3878","2181","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-theme-falls","media/podbor/themes/falls.jpg","thumbnail","literal:src/data/media-library/stock-cache.json;podbor:theme:falls","yes","5472","3648","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-theme-tango","media/podbor/themes/tango.jpg","thumbnail","literal:src/data/media-library/stock-cache.json;podbor:theme:tango","yes","5760","3840","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-theme-relax","media/podbor/themes/relax.jpg","thumbnail","literal:src/data/media-library/stock-cache.json;podbor:theme:relax","yes","3000","2000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-bariloche-hero","media/podbor/bariloche/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;podbor:region:bariloche","yes","6709","4193","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-ushuaia-hero","media/podbor/ushuaia/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;podbor:region:ushuaia","yes","4608","3072","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-patagonia-hero","media/podbor/patagonia/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;podbor:region:patagonia","yes","4928","3264","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-iguazu-hero","media/podbor/iguazu/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;podbor:region:iguazu","yes","5184","3456","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-mendoza-hero","media/podbor/mendoza/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;podbor:region:mendoza","yes","4496","3000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-salta-hero","media/podbor/salta/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;podbor:region:salta","yes","6192","4128","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"podbor-buenos-aires-hero","media/podbor/buenos-aires/hero.jpg","hero","literal:src/data/media-library/stock-cache.json;podbor:region:buenos-aires","yes","4104","2736","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"home-showcase-ba","media/home/showcase-ba.jpg","section","literal:src/components/about/AboutPageView.tsx;literal:src/components/excursions/ExcursionsCatalog.tsx;literal:src/data/media-library/stock-cache.json","yes","6240","4160","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"home-showcase-patagonia","media/home/showcase-patagonia.jpg","section","literal:src/components/about/AboutPageView.tsx;literal:src/data/media-library/stock-cache.json","yes","4928","3264","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-grazhdanstvo-argentiny","media/blog/grazhdanstvo-argentiny/hero.jpg","hero","literal:src/data/blog-author.ts;literal:src/lib/blog-post-image-bindings.ts","yes","4497","2998","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-wineries","media/blog/wineries.jpg","hero","literal:src/data/blog-category-meta.ts","yes","3264","2448","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-food","media/blog/food.jpg","hero","literal:src/data/blog-category-meta.ts","yes","1570","1235","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-transport","media/blog/transport.jpg","hero","literal:src/data/blog-category-meta.ts","yes","2340","4160","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-money","media/blog/money.jpg","hero","literal:src/data/blog-category-meta.ts","yes","2560","1706","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-safety","media/blog/safety.jpg","hero","literal:src/data/blog-category-meta.ts","yes","2560","1047","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-internet","media/blog/internet.jpg","hero","literal:src/data/blog-category-meta.ts;literal:src/lib/blog-post-image-bindings.ts","yes","1920","2560","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-relocation","media/blog/relocation.jpg","hero","literal:src/data/blog-category-meta.ts","yes","958","1434","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-patagonia-oteli","media/blog/patagonia-oteli/hero.jpg","hero","literal:src/data/blog-editorial/patagonia.ts;literal:src/lib/blog-post-image-bindings.ts","yes","4032","3024","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-iguazu-national-park-gallery-1","media/blog/rich/iguazu-national-park/gallery-1.jpg","gallery","literal:src/data/media-library/stock-cache.json","yes","4516","3387","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-nahuel-huapi-national-park-gallery-1","media/blog/rich/nahuel-huapi-national-park/gallery-1.jpg","gallery","literal:src/data/media-library/stock-cache.json","yes","5087","3389","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-los-glaciares-national-park-gallery-1","media/blog/rich/los-glaciares-national-park/gallery-1.jpg","gallery","literal:src/data/media-library/stock-cache.json","yes","4032","2268","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-tierra-del-fuego-national-park-gallery-1","media/blog/rich/tierra-del-fuego-national-park/gallery-1.jpg","gallery","literal:src/data/media-library/stock-cache.json","yes","4595","3043","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-kak-dobratsya-content","media/guide/kak-dobratsya/content.jpg","content","literal:src/data/media-library/stock-cache.json","yes","5184","3888","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-gde-zhit-content","media/guide/gde-zhit/content.jpg","content","literal:src/data/media-library/stock-cache.json","yes","5004","3276","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-transport-content","media/guide/transport/content.jpg","content","literal:src/data/media-library/stock-cache.json","yes","5516","3677","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-turistskie-regiony-content","media/guide/turistskie-regiony/content.jpg","content","literal:src/data/media-library/stock-cache.json","yes","5184","3456","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-dostoprimechatelnosti-content","media/guide/dostoprimechatelnosti/content.jpg","content","literal:src/data/media-library/stock-cache.json","yes","5568","4000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-pogoda-i-sezonnost-content","media/guide/pogoda-i-sezonnost/content.jpg","content","literal:src/data/media-library/stock-cache.json","yes","5184","3456","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"guide-yazyk-content","media/guide/yazyk/content.jpg","content","literal:src/data/media-library/stock-cache.json","yes","6699","3770","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
