"asset_id","local_path","role","contexts","exists","width","height","format","alt_recorded","caption_recorded","rights_metadata_complete","issue_codes","highest_severity","status","owner","evidence"
"place-corrientes-hero","media/places/corrientes/hero.jpg","hero","place:corrientes:cover;place:corrientes:gallery","yes","3072","2304","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-posadas-hero","media/places/posadas/hero.jpg","hero","place:posadas:cover;place:posadas:gallery","yes","1920","1440","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-posadas-gallery-1","media/argentina-travel/posadas/1638471839197-posadas_2.jpg","gallery","place:posadas:gallery","yes","2134","1160","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-posadas-gallery-2","media/argentina-travel/posadas/1638471847361-posadas_4.jpg","gallery","place:posadas:gallery","yes","2880","1556","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-posadas-gallery-3","media/argentina-travel/posadas/1638471852535-posadas_3.jpg","gallery","place:posadas:gallery","yes","2880","1542","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-posadas-hero","media/argentina-travel/posadas/1638471830408-posadas_1.jpg","hero","place:posadas:gallery","yes","2470","1335","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-bahia-blanca-hero","media/places/bahia-blanca/hero.jpg","hero","place:bahia-blanca:cover;place:bahia-blanca:gallery","yes","1920","1576","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-rio-gallegos-hero","media/places/rio-gallegos/hero.jpg","hero","place:rio-gallegos:cover;place:rio-gallegos:gallery","yes","1920","1440","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-rio-gallegos-gallery-1","media/argentina-travel/rio-gallegos/1637871534855-_ed78019alta.jpg","gallery","place:rio-gallegos:gallery","yes","1988","1327","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-rio-gallegos-gallery-2","media/argentina-travel/rio-gallegos/1637871542272-_ed78412alta.jpg","gallery","place:rio-gallegos:gallery","yes","1989","1328","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-rio-gallegos-gallery-3","media/argentina-travel/rio-gallegos/1637871557606-_ed78895.jpg","gallery","place:rio-gallegos:gallery","yes","2402","1603","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-rio-gallegos-hero","media/argentina-travel/rio-gallegos/1637871522469-_ed77972alta.jpg","hero","place:rio-gallegos:gallery","yes","1494","998","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-trelew-hero","media/places/trelew/hero.jpg","hero","place:trelew:cover;place:trelew:gallery","yes","2048","1536","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-esquel-hero","media/places/esquel/hero.jpg","hero","place:esquel:cover;place:esquel:gallery","yes","2304","1728","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-aconcagua-hero","media/places/aconcagua/hero.jpg","hero","place:aconcagua:cover;place:aconcagua:gallery","yes","2383","1340","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-aconcagua-provincial-park-gallery-1","media/argentina-travel/aconcagua-provincial-park/1625013052814-aconcagua___nacho_gaffuri.jpg","gallery","kb:aconcagua-provincial-park:gallery;place:aconcagua:gallery","yes","1834","1223","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-aconcagua-provincial-park-gallery-2","media/argentina-travel/aconcagua-provincial-park/1625013058411-mendoza__aconcagua__ruta.jpg","gallery","kb:aconcagua-provincial-park:gallery;place:aconcagua:gallery","yes","1679","1120","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-aconcagua-provincial-park-gallery-3","media/argentina-travel/aconcagua-provincial-park/1625013064628-mendoza___aconcagua__2_.jpg","gallery","kb:aconcagua-provincial-park:gallery;place:aconcagua:gallery","yes","1690","1127","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-aconcagua-provincial-park-hero","media/argentina-travel/aconcagua-provincial-park/1625013038104-mendoza___aconcagua__1_.jpg","hero","kb:aconcagua-provincial-park:hero;place:aconcagua:gallery","yes","1443","962","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-ischigualasto-hero","media/places/ischigualasto/hero.jpg","hero","place:ischigualasto:cover;place:ischigualasto:gallery","yes","2288","1712","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-los-alerces-national-park-hero","media/places/los-alerces-national-park/hero.jpg","hero","place:los-alerces-national-park:cover;place:los-alerces-national-park:gallery","yes","2048","1536","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-quebrada-de-las-conchas-hero","media/places/quebrada-de-las-conchas/hero.jpg","hero","place:quebrada-de-las-conchas:cover;place:quebrada-de-las-conchas:gallery","yes","2816","2112","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-puente-del-inca-hero","media/places/puente-del-inca/hero.jpg","hero","place:puente-del-inca:cover;place:puente-del-inca:gallery","yes","1920","1281","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-puente-del-inca-gallery-1","media/argentina-travel/puente-del-inca/1626725796357-_dsc2131.jpg","gallery","place:puente-del-inca:gallery","yes","2113","1410","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-puente-del-inca-gallery-2","media/argentina-travel/puente-del-inca/1626725800956-_dsc1935.jpg","gallery","place:puente-del-inca:gallery","yes","1477","986","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-puente-del-inca-gallery-3","media/argentina-travel/puente-del-inca/1626725805800-_dsc2257.jpg","gallery","place:puente-del-inca:gallery","yes","1443","963","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-puente-del-inca-hero","media/argentina-travel/puente-del-inca/1626725786744-2242_43.jpg","hero","place:puente-del-inca:gallery","yes","2657","1120","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-lujan-hero","media/places/lujan/hero.jpg","hero","place:lujan:cover;place:lujan:gallery","yes","2848","2134","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-mar-de-las-pampas-hero","media/places/mar-de-las-pampas/hero.jpg","hero","place:mar-de-las-pampas:cover;place:mar-de-las-pampas:gallery","yes","4000","2250","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-necochea-hero","media/places/necochea/hero.jpg","hero","place:necochea:cover;place:necochea:gallery","yes","5104","1424","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-pinamar-hero","media/places/pinamar/hero.jpg","hero","place:pinamar:cover;place:pinamar:gallery","yes","4288","3216","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-san-antonio-de-areco-hero","media/argentina-travel/san-antonio-de-areco/1623531962320-san_ant_de_areco_asado.jpg","hero","place:san-antonio-de-areco:cover;place:san-antonio-de-areco:gallery","yes","1500","1072","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-san-antonio-de-areco-gallery-1","media/argentina-travel/san-antonio-de-areco/1623531968263-san_antonio_de_areco___gastronom_a___asado_3.jpg","gallery","place:san-antonio-de-areco:gallery","yes","1776","1184","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-san-antonio-de-areco-gallery-2","media/argentina-travel/san-antonio-de-areco/1623531973768-san_antonio_de_areco___parque_criollo_y_museo_gauchesco_ricardo_g_","gallery","place:san-antonio-de-areco:gallery","yes","992","713","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-san-antonio-de-areco-gallery-3","media/argentina-travel/san-antonio-de-areco/1623531979059-san_antonio_de_areco_estancias.jpg","gallery","place:san-antonio-de-areco:gallery","yes","1600","1035","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-sierra-de-la-ventana-hero","media/places/sierra-de-la-ventana/hero.jpg","hero","place:sierra-de-la-ventana:cover;place:sierra-de-la-ventana:gallery","yes","2576","1932","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-tandil-hero","media/places/tandil/hero.jpg","hero","place:tandil:cover;place:tandil:gallery","yes","3010","2127","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-villa-gesell-hero","media/places/villa-gesell/hero.jpg","hero","place:villa-gesell:cover;place:villa-gesell:gallery","yes","4595","2764","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-barreal-hero","media/places/barreal/hero.jpg","hero","place:barreal:cover;place:barreal:gallery","yes","3072","2304","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-la-rioja-hero","media/places/la-rioja/hero.jpg","hero","place:la-rioja:cover;place:la-rioja:gallery","yes","2048","1536","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-las-lenas-hero","media/places/las-lenas/hero.jpg","hero","place:las-lenas:cover;place:las-lenas:gallery","yes","1729","1149","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-merlo-hero","media/places/merlo/hero.jpg","hero","place:merlo:cover;place:merlo:gallery","yes","4000","3000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-san-luis-hero","media/places/san-luis/hero.jpg","hero","place:san-luis:cover;place:san-luis:gallery","yes","2848","2134","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-san-rafael-hero","media/argentina-travel/san-rafael/1626727167570-2242_43.jpg","hero","place:san-rafael:cover;place:san-rafael:gallery","yes","2657","1120","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-san-rafael-gallery-1","media/argentina-travel/san-rafael/1626727201656-_dsc2257.jpg","gallery","place:san-rafael:gallery","yes","1443","963","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-san-rafael-gallery-2","media/argentina-travel/san-rafael/1626727206627-_dsc1935.jpg","gallery","place:san-rafael:gallery","yes","1477","986","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-san-rafael-gallery-3","media/argentina-travel/san-rafael/1626727210677-_dsc2131.jpg","gallery","place:san-rafael:gallery","yes","2113","1410","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-sierra-de-las-quijadas-hero","media/argentina-travel/sierra-de-las-quijadas/1628709303525-sanluis_sierradelasquijadas_4.jpg","hero","place:sierra-de-las-quijadas:cover;place:sierra-de-las-quijadas:gallery","yes","2554","1704","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-sierra-de-las-quijadas-gallery-1","media/argentina-travel/sierra-de-las-quijadas/1628709318904-sanluis_sierradelasquijadas_28.jpg","gallery","place:sierra-de-las-quijadas:gallery","yes","2408","1605","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-sierra-de-las-quijadas-gallery-2","media/argentina-travel/sierra-de-las-quijadas/1628709324049-sanluis_sierradelasquijadas_3.jpg","gallery","place:sierra-de-las-quijadas:gallery","yes","2671","1782","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-sierra-de-las-quijadas-gallery-3","media/argentina-travel/sierra-de-las-quijadas/1628709329612-sanluis_sierradelasquijadas_27.jpg","gallery","place:sierra-de-las-quijadas:gallery","yes","2651","1491","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-villavicencio-hero","media/places/villavicencio/hero.jpg","hero","place:villavicencio:cover;place:villavicencio:gallery","yes","4592","3056","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-banado-la-estrella-hero","media/places/banado-la-estrella/hero.jpg","hero","place:banado-la-estrella:cover;place:banado-la-estrella:gallery","yes","2190","1361","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-colon-entre-rios-hero","media/places/colon-entre-rios/hero.jpg","hero","place:colon-entre-rios:cover;place:colon-entre-rios:gallery","yes","3648","2736","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-federacion-hero","media/argentina-travel/federacion/1640033244460-6_federacion_parque_acuatico_horizontal__11__alta.jpg","hero","place:federacion:cover;place:federacion:gallery","yes","2299","1534","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-federacion-gallery-1","media/argentina-travel/federacion/1640033252413-6_federacion_lago_salto_grande_horizontales__7__alta.jpg","gallery","place:federacion:gallery","yes","2214","1477","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-federacion-gallery-2","media/argentina-travel/federacion/1640033262483-6_federacion_parque_acuatico_horizontal__7__alta.jpg","gallery","place:federacion:gallery","yes","2346","1565","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-federacion-gallery-3","media/argentina-travel/federacion/1640033270469-6_federacion_parque_acuatico_horizontal__14__alta.jpg","gallery","place:federacion:gallery","yes","1696","1131","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-formosa-hero","media/places/formosa/hero.jpg","hero","place:formosa:cover;place:formosa:gallery","yes","4128","3096","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-gualeguaychu-hero","media/argentina-travel/gualeguaychu/1638475468881-7_gualeguaychu_playa__andubaysal_horizontal_2_alta.jpg","hero","place:gualeguaychu:cover;place:gualeguaychu:gallery","yes","2259","1271","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-gualeguaychu-gallery-1","media/argentina-travel/gualeguaychu/1638475474984-7_gualeguaychu_playa_y_costanera_horizontal__15__alta.jpg","gallery","place:gualeguaychu:gallery","yes","2961","1665","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-gualeguaychu-gallery-2","media/argentina-travel/gualeguaychu/1638475482550-7_gualeguaychu_playa__andubaysal_horizontal_8_alta.jpg","gallery","place:gualeguaychu:gallery","yes","2586","1455","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-gualeguaychu-gallery-3","media/argentina-travel/gualeguaychu/1638475490881-7_gualeguaychu_playa__andubaysal_horizontal_7_alta.jpg","gallery","place:gualeguaychu:gallery","yes","3564","2006","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-mercedes-corrientes-hero","media/places/mercedes-corrientes/hero.jpg","hero","place:mercedes-corrientes:cover;place:mercedes-corrientes:gallery","yes","2304","1728","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parana-hero","media/argentina-travel/parana/1640025681712-3_parana_rio_kite_horizontal__6__alta.jpg","hero","kb:parana:hero;place:parana:cover;place:parana:gallery","yes","1915","1278","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parana-gallery-1","media/argentina-travel/parana/1640025690215-3_parana_costanera_horizontal_alta.jpg","gallery","kb:parana:gallery;place:parana:gallery","yes","3049","2033","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parana-gallery-2","media/argentina-travel/parana/1640025701647-3_parana_hoteles_y_monumentos_horizontales__1__baja.jpg","gallery","kb:parana:gallery;place:parana:gallery","yes","1499","1000","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parana-gallery-3","media/argentina-travel/parana/1640025706797-3_parana_rio_sup___canotaje_horizontal__3__alta.jpg","gallery","kb:parana:gallery;place:parana:gallery","yes","2616","1744","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-parque-nacional-chaco-hero","media/places/parque-nacional-chaco/hero.jpg","hero","place:parque-nacional-chaco:cover;place:parque-nacional-chaco:gallery","yes","4288","3216","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-parque-nacional-el-palmar-hero","media/places/parque-nacional-el-palmar/hero.jpg","hero","place:parque-nacional-el-palmar:cover;place:parque-nacional-el-palmar:gallery","yes","6000","4000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-rio-pilcomayo-hero","media/argentina-travel/parque-nacional-rio-pilcomayo/1625153864676-panoramica_parque_nacional_pilcomayo.jpg","hero","kb:parque-nacional-rio-pilcomayo:hero;place:parque-nacional-rio-pilcomayo:cover;place:parque-nacional-rio-pilcomayo:gallery","yes","2561","1309","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-rio-pilcomayo-gallery-1","media/argentina-travel/parque-nacional-rio-pilcomayo/1625153873984-parque_pilcomayo.jpg","gallery","kb:parque-nacional-rio-pilcomayo:gallery;place:parque-nacional-rio-pilcomayo:gallery","yes","2125","1417","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-rio-pilcomayo-gallery-2","media/argentina-travel/parque-nacional-rio-pilcomayo/1625153881192-parque_nacional_pilcomayo_9.jpg","gallery","kb:parque-nacional-rio-pilcomayo:gallery;place:parque-nacional-rio-pilcomayo:gallery","yes","2534","1690","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-nacional-rio-pilcomayo-gallery-3","media/argentina-travel/parque-nacional-rio-pilcomayo/1625153885940-panoramica_mirador_parque_nacional_pilcomayo.jpg","gallery","kb:parque-nacional-rio-pilcomayo:gallery;place:parque-nacional-rio-pilcomayo:gallery","yes","1256","754","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-saltos-del-mocona-hero","media/places/saltos-del-mocona/hero.jpg","hero","place:saltos-del-mocona:cover;place:saltos-del-mocona:gallery","yes","1280","960","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-san-ignacio-mini-hero","media/places/san-ignacio-mini/hero.jpg","hero","place:san-ignacio-mini:cover;place:san-ignacio-mini:gallery","yes","2531","1687","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-catamarca-hero","media/places/catamarca/hero.jpg","hero","place:catamarca:cover;place:catamarca:gallery","yes","3520","2336","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-iruya-hero","media/argentina-travel/iruya/1623700338889-62__fieles_dif__iruya__fel.jpg","hero","place:iruya:cover;place:iruya:gallery","yes","2015","1345","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-iruya-gallery-1","media/argentina-travel/iruya/1623700358223-iruya_2___carlos_maria_vergara.jpg","gallery","place:iruya:gallery","yes","1996","1332","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-iruya-gallery-2","media/argentina-travel/iruya/1623700364222-cmv_4961.jpg","gallery","place:iruya:gallery","yes","2283","1524","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-iruya-gallery-3","media/argentina-travel/iruya/1623700369600-iruya___carlos_maria_vergara.jpg","gallery","place:iruya:gallery","yes","1563","2342","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-kachi-hero","media/places/kachi/hero.jpg","hero","place:kachi:cover;place:kachi:gallery","yes","3648","2736","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-los-cardones-hero","media/places/los-cardones/hero.jpg","hero","place:los-cardones:cover;place:los-cardones:gallery","yes","2816","2112","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-ruinas-de-quilmes-hero","media/places/ruinas-de-quilmes/hero.jpg","hero","place:ruinas-de-quilmes:cover;place:ruinas-de-quilmes:gallery","yes","2048","1536","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-santiago-del-estero-hero","media/places/santiago-del-estero/hero.jpg","hero","place:santiago-del-estero:cover;place:santiago-del-estero:gallery","yes","2848","2134","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-tafi-del-valle-hero","media/places/tafi-del-valle/hero.jpg","hero","place:tafi-del-valle:cover;place:tafi-del-valle:gallery","yes","2848","2134","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-termas-de-rio-hondo-hero","media/argentina-travel/termas-de-rio-hondo/1624892120533-termas_de_rio_hondo_13__ph_inprotur.jpg","hero","kb:termas-de-rio-hondo:hero;place:termas-de-rio-hondo:cover;place:termas-de-rio-hondo:gallery","yes","2577","1888","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-termas-de-rio-hondo-gallery-1","media/argentina-travel/termas-de-rio-hondo/1624892133407-termas_de_rio_hondo_05__ph_inprotur.jpg","gallery","kb:termas-de-rio-hondo:gallery;place:termas-de-rio-hondo:gallery","yes","1561","2082","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-termas-de-rio-hondo-gallery-2","media/argentina-travel/termas-de-rio-hondo/1624892141300-campo_de_golf_termas_de_rio_hondo.jpg","gallery","kb:termas-de-rio-hondo:gallery;place:termas-de-rio-hondo:gallery","yes","2354","1570","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-termas-de-rio-hondo-gallery-3","media/argentina-travel/termas-de-rio-hondo/1624892147638-embalse_termas_de_rio_hondo_02.jpg","gallery","kb:termas-de-rio-hondo:gallery;place:termas-de-rio-hondo:gallery","yes","2700","1508","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-la-cumbrecita-hero","media/argentina-travel/la-cumbrecita/1649774082968-la_cumbrecita_4.jpg","hero","kb:la-cumbrecita:hero;place:la-cumbrecita:cover;place:la-cumbrecita:gallery","yes","1360","908","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-la-cumbrecita-gallery-1","media/argentina-travel/la-cumbrecita/1649774089483-la_cumbrecita_3.jpg","gallery","kb:la-cumbrecita:gallery;place:la-cumbrecita:gallery","yes","1091","1453","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-la-cumbrecita-gallery-2","media/argentina-travel/la-cumbrecita/1649774095913-la_cumbrecita_2.jpg","gallery","kb:la-cumbrecita:gallery;place:la-cumbrecita:gallery","yes","1414","942","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-la-cumbrecita-gallery-3","media/argentina-travel/la-cumbrecita/1649774100589-la_cumbrecita_1.jpg","gallery","kb:la-cumbrecita:gallery;place:la-cumbrecita:gallery","yes","1443","963","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-lihue-calel-hero","media/places/lihue-calel/hero.jpg","hero","place:lihue-calel:cover;place:lihue-calel:gallery","yes","3264","2448","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-santa-fe-hero","media/places/santa-fe/hero.jpg","hero","place:santa-fe:cover;place:santa-fe:gallery","yes","4608","2592","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-santa-rosa-hero","media/argentina-travel/santa-rosa/1628170501661-lapampa_destino6_turismocultural_7.jpg","hero","kb:santa-rosa:hero;place:santa-rosa:cover;place:santa-rosa:gallery","yes","1701","1135","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-santa-rosa-gallery-1","media/argentina-travel/santa-rosa/1628170506497-lapampa_destino6_turismocultural_2.jpg","gallery","kb:santa-rosa:gallery;place:santa-rosa:gallery","yes","1825","1217","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-santa-rosa-gallery-2","media/argentina-travel/santa-rosa/1628170512839-lapampa_destino1_lacampi_a_20.jpg","gallery","kb:santa-rosa:gallery;place:santa-rosa:gallery","yes","1842","2762","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-santa-rosa-gallery-3","media/argentina-travel/santa-rosa/1628170519170-la_pampa___laguna_don_tom_s.jpg","gallery","kb:santa-rosa:gallery;place:santa-rosa:gallery","yes","2371","1581","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-bosque-petrificado-hero","media/places/bosque-petrificado/hero.jpg","hero","place:bosque-petrificado:cover;place:bosque-petrificado:gallery","yes","11848","2097","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-el-bolson-hero","media/argentina-travel/el-bolson/1624482729862-rio_negro___cordillera___014___el_bolson___flora_gastronomia_lupul","hero","kb:el-bolson:hero;place:el-bolson:cover;place:el-bolson:gallery","yes","2407","1605","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-el-bolson-gallery-1","media/argentina-travel/el-bolson/1624482748734-rio_negro___cordillera___013___el_bolson___cosecha_de_lupulo.jpg","gallery","kb:el-bolson:gallery;place:el-bolson:gallery","yes","1699","1273","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
